user_id,topic_id,topic,subject,quiz_accuracy,avg_time_per_question,total_attempts,question_difficulty,videos_watched,articles_read,chatbot_questions,study_duration,daily_streak,ewma_accuracy,prerequisite_mastery,previous_attempt_accuracy,label
U1179,24,Classes,Object Oriented Programming,2.0,60.5,6,Medium,1,0,4,24.4,6,4.1,35.7,2.0,Weak
U1463,12,Normalization,Database Management Systems,22.5,60.8,6,Easy,3,2,3,44.6,11,27.9,38.8,18.7,Weak
U1357,22,DNS,Computer Networks,35.3,60.9,2,Easy,0,0,2,23.3,6,34.2,28.9,14.9,Weak
U1459,5,Trees,Data Structures & Algorithms,2.0,95.1,5,Hard,0,3,2,35.4,0,4.4,22.3,2.0,Weak
U1154,7,Sorting,Data Structures & Algorithms,57.9,30.5,5,Easy,3,3,3,57.1,9,71.2,73.4,78.3,Moderate
U1559,13,Transactions,Database Management Systems,56.8,72.5,2,Medium,0,2,0,29.1,3,69.5,61.3,63.2,Moderate
U1471,27,Polymorphism,Object Oriented Programming,51.6,70.0,3,Hard,1,0,0,30.1,3,59.9,47.7,71.3,Weak
U1347,24,Classes,Object Oriented Programming,8.4,70.0,5,Medium,5,3,2,44.9,8,14.0,46.9,18.1,Weak
U1195,16,Threads,Operating Systems,48.1,44.1,2,Easy,0,3,0,59.6,5,56.7,76.6,47.2,Moderate
U1052,16,Threads,Operating Systems,51.2,51.0,4,Hard,1,1,1,49.8,2,68.2,69.4,51.2,Moderate
U1098,5,Trees,Data Structures & Algorithms,2.0,88.2,5,Medium,2,0,2,30.0,6,7.3,18.0,2.0,Weak
U1439,5,Trees,Data Structures & Algorithms,19.0,61.0,3,Medium,4,1,2,70.5,8,21.4,34.5,9.9,Weak
U1189,4,Queues,Data Structures & Algorithms,32.4,55.3,1,Easy,1,1,1,31.7,2,26.8,40.3,14.8,Weak
U1568,10,ER Model,Database Management Systems,92.2,28.4,1,Medium,0,0,0,11.6,2,92.0,87.4,92.2,Strong
U1253,18,Deadlocks,Operating Systems,65.9,52.0,3,Easy,2,0,1,30.9,4,62.3,55.0,65.9,Moderate
U1115,13,Transactions,Database Management Systems,64.9,51.8,4,Medium,3,0,1,23.2,5,85.3,79.9,93.5,Strong
U1202,11,SQL,Database Management Systems,33.7,57.2,4,Easy,2,0,1,32.4,4,34.6,41.9,33.7,Weak
U1061,15,Processes,Operating Systems,2.0,65.9,6,Medium,0,2,2,12.9,0,3.9,26.9,2.0,Weak
U1200,25,Objects,Object Oriented Programming,45.9,57.3,2,Medium,4,2,1,57.9,3,44.0,58.6,53.7,Moderate
U1264,1,Arrays,Data Structures & Algorithms,74.3,31.1,3,Easy,2,2,0,33.0,2,72.5,84.4,75.0,Strong
U1581,27,Polymorphism,Object Oriented Programming,62.5,68.3,1,Easy,1,3,3,23.5,8,67.1,53.5,77.4,Moderate
U1210,16,Threads,Operating Systems,15.2,73.7,1,Medium,5,1,1,57.2,5,22.2,36.0,14.4,Weak
U1164,17,Scheduling,Operating Systems,44.0,53.7,3,Easy,0,0,3,23.2,4,29.9,44.9,15.7,Weak
U1092,10,ER Model,Database Management Systems,46.3,65.0,3,Hard,4,1,0,47.8,9,60.2,79.0,46.3,Moderate
U1313,18,Deadlocks,Operating Systems,49.8,49.0,2,Medium,4,3,3,25.7,8,60.1,64.2,77.6,Moderate
U1268,14,DBMS Indexes,Database Management Systems,80.7,46.5,1,Hard,0,1,1,37.0,6,74.8,89.0,48.5,Strong
U1399,26,Inheritance,Object Oriented Programming,53.8,61.0,3,Easy,1,1,1,5.4,3,55.9,45.9,65.6,Moderate
U1101,18,Deadlocks,Operating Systems,48.1,55.1,3,Medium,3,0,0,22.3,1,43.4,61.8,47.8,Moderate
U1295,10,ER Model,Database Management Systems,31.8,52.5,1,Medium,0,4,9,70.6,6,33.2,62.7,34.5,Weak
U1336,15,Processes,Operating Systems,82.0,37.7,1,Medium,0,0,1,31.7,4,80.9,81.3,68.5,Strong
U1056,1,Arrays,Data Structures & Algorithms,21.4,68.4,3,Easy,4,0,5,39.4,4,12.8,35.8,2.0,Weak
U1380,8,Searching,Data Structures & Algorithms,6.8,75.5,8,Medium,1,2,1,16.7,4,14.0,33.4,6.8,Weak
U1243,15,Processes,Operating Systems,63.7,60.5,2,Hard,3,3,0,53.5,9,59.2,65.9,54.2,Moderate
U1310,11,SQL,Database Management Systems,38.1,57.9,4,Easy,1,0,2,45.3,2,49.7,46.0,44.3,Weak
U1335,25,Objects,Object Oriented Programming,13.1,68.8,4,Medium,3,1,4,52.6,10,7.5,37.1,2.0,Weak
U1241,7,Sorting,Data Structures & Algorithms,78.2,46.4,1,Medium,2,1,1,50.4,6,86.2,86.5,73.6,Strong
U1443,21,TCP/IP,Computer Networks,64.2,54.6,1,Easy,5,3,1,61.2,3,74.0,57.1,92.3,Moderate
U1147,7,Sorting,Data Structures & Algorithms,31.1,55.5,3,Easy,3,0,3,40.5,6,29.6,52.7,8.3,Weak
U1554,18,Deadlocks,Operating Systems,93.8,29.6,1,Easy,2,1,0,59.2,5,93.3,76.2,83.6,Strong
U1092,1,Arrays,Data Structures & Algorithms,52.3,42.3,3,Medium,1,3,0,37.8,7,56.4,68.4,45.1,Moderate
U1582,6,Graphs,Data Structures & Algorithms,41.9,61.8,5,Medium,4,2,1,55.3,6,43.7,71.0,49.2,Weak
U1133,4,Queues,Data Structures & Algorithms,24.9,58.4,4,Easy,2,2,2,41.0,13,19.3,44.5,10.3,Weak
U1282,24,Classes,Object Oriented Programming,46.8,63.9,1,Hard,4,2,4,43.9,9,49.2,63.5,46.3,Moderate
U1414,21,TCP/IP,Computer Networks,51.7,58.0,1,Medium,4,3,0,40.8,4,60.7,61.7,65.3,Moderate
U1270,3,Stacks,Data Structures & Algorithms,81.1,33.7,2,Hard,3,0,0,46.2,9,81.6,90.4,99.0,Strong
U1059,22,DNS,Computer Networks,47.8,70.4,5,Hard,4,1,1,39.7,5,64.6,57.3,47.8,Weak
U1162,25,Objects,Object Oriented Programming,25.5,71.0,4,Medium,2,2,2,50.0,5,31.9,46.5,25.5,Weak
U1269,23,Routing,Computer Networks,2.0,80.1,4,Hard,8,3,3,38.4,9,17.5,28.7,18.8,Weak
U1143,17,Scheduling,Operating Systems,42.3,57.5,2,Medium,2,0,4,66.8,10,35.1,55.0,5.8,Weak
U1253,4,Queues,Data Structures & Algorithms,68.7,35.9,2,Easy,0,1,0,39.0,7,56.7,69.6,50.5,Strong
U1020,8,Searching,Data Structures & Algorithms,33.8,82.8,1,Medium,1,3,3,38.7,2,36.0,56.4,38.6,Weak
U1391,18,Deadlocks,Operating Systems,14.9,58.9,5,Medium,0,0,2,26.3,1,19.2,20.7,37.8,Weak
U1274,21,TCP/IP,Computer Networks,22.7,77.2,1,Medium,1,1,5,29.6,4,36.6,51.6,43.0,Weak
U1461,2,Linked Lists,Data Structures & Algorithms,12.7,60.8,4,Hard,1,1,4,76.3,13,26.5,57.4,10.8,Weak
U1014,22,DNS,Computer Networks,32.3,81.8,4,Medium,2,4,3,43.7,1,48.0,44.2,46.1,Weak
U1589,22,DNS,Computer Networks,2.0,86.4,2,Medium,4,1,1,34.2,3,5.9,11.8,2.6,Weak
U1308,6,Graphs,Data Structures & Algorithms,45.7,49.5,5,Easy,1,0,2,41.1,15,41.4,59.0,46.0,Weak
U1032,21,TCP/IP,Computer Networks,13.0,67.3,3,Medium,6,4,3,50.0,7,27.8,45.3,20.7,Weak
U1288,3,Stacks,Data Structures & Algorithms,32.1,67.6,1,Medium,3,3,0,25.4,6,32.8,41.5,28.5,Weak
U1226,10,ER Model,Database Management Systems,46.9,28.6,4,Easy,3,1,2,58.6,8,58.9,76.1,65.9,Moderate
U1015,20,OSI Model,Computer Networks,33.0,56.0,1,Medium,0,1,2,26.0,6,29.8,63.6,18.5,Weak
U1263,12,Normalization,Database Management Systems,54.6,61.3,1,Easy,0,1,2,31.0,4,53.8,50.0,54.6,Moderate
U1283,13,Transactions,Database Management Systems,3.6,83.7,1,Easy,3,0,7,39.6,7,5.4,10.4,2.0,Weak
U1143,2,Linked Lists,Data Structures & Algorithms,45.4,38.1,3,Easy,4,1,1,71.1,6,40.1,66.6,44.5,Moderate
U1195,11,SQL,Database Management Systems,51.3,45.0,1,Medium,0,1,2,51.0,4,66.1,76.9,51.3,Moderate
U1558,23,Routing,Computer Networks,63.7,33.8,2,Easy,3,0,0,44.7,4,79.9,65.2,82.7,Strong
U1385,26,Inheritance,Object Oriented Programming,55.0,47.5,1,Easy,0,1,0,19.0,4,54.9,54.8,42.2,Moderate
U1154,15,Processes,Operating Systems,85.2,41.3,1,Medium,2,5,0,49.3,13,75.0,81.1,69.4,Strong
U1498,8,Searching,Data Structures & Algorithms,52.6,57.1,2,Medium,1,3,0,29.8,5,51.8,65.8,33.1,Moderate
U1255,22,DNS,Computer Networks,16.2,63.4,5,Easy,3,1,4,39.4,9,18.4,15.1,27.1,Weak
U1540,11,SQL,Database Management Systems,75.4,36.1,1,Easy,3,4,0,43.3,5,76.9,68.6,73.0,Strong
U1044,21,TCP/IP,Computer Networks,34.8,71.8,2,Medium,4,0,1,53.8,8,35.3,43.3,30.8,Weak
U1339,23,Routing,Computer Networks,18.0,62.5,4,Medium,0,2,2,26.5,5,23.8,27.4,18.4,Weak
U1143,5,Trees,Data Structures & Algorithms,43.6,64.4,4,Easy,3,1,1,25.3,9,44.5,54.3,32.6,Weak
U1144,1,Arrays,Data Structures & Algorithms,16.0,77.8,3,Hard,2,0,1,44.8,2,33.1,65.0,26.4,Weak
U1145,20,OSI Model,Computer Networks,31.4,70.7,5,Hard,6,1,5,34.6,6,41.6,58.2,34.7,Weak
U1322,15,Processes,Operating Systems,33.0,67.0,3,Medium,3,0,2,32.9,8,34.2,59.6,19.4,Weak
U1419,13,Transactions,Database Management Systems,65.6,38.2,3,Easy,2,0,0,28.3,9,78.8,66.4,65.6,Strong
U1404,27,Polymorphism,Object Oriented Programming,36.2,78.1,2,Hard,0,2,0,47.7,7,55.9,51.9,60.5,Weak
U1284,1,Arrays,Data Structures & Algorithms,85.4,44.1,1,Easy,4,2,0,39.0,8,70.9,66.9,85.4,Strong
U1443,6,Graphs,Data Structures & Algorithms,50.8,39.6,4,Easy,7,3,3,64.2,6,66.1,86.0,79.0,Moderate
U1247,10,ER Model,Database Management Systems,50.0,51.4,1,Hard,6,3,0,33.4,7,59.2,80.2,53.3,Moderate
U1142,7,Sorting,Data Structures & Algorithms,46.5,60.7,6,Easy,3,0,0,37.4,4,53.2,54.6,46.5,Weak
U1232,5,Trees,Data Structures & Algorithms,43.0,40.0,1,Easy,3,1,0,44.2,5,45.9,45.1,43.0,Moderate
U1330,11,SQL,Database Management Systems,21.2,77.0,2,Hard,2,2,2,45.5,8,35.3,51.9,46.3,Weak
U1595,12,Normalization,Database Management Systems,55.6,31.2,1,Easy,3,3,0,52.3,4,56.2,67.0,68.2,Moderate
U1364,20,OSI Model,Computer Networks,66.5,53.8,1,Medium,0,1,0,17.9,0,70.6,80.9,55.7,Strong
U1111,16,Threads,Operating Systems,8.5,82.0,1,Hard,1,2,3,20.8,11,19.5,40.3,26.3,Weak
U1456,12,Normalization,Database Management Systems,40.9,66.4,3,Medium,0,1,0,53.0,5,40.5,50.3,36.9,Weak
U1443,8,Searching,Data Structures & Algorithms,61.2,63.1,3,Hard,4,2,1,39.3,3,69.4,80.5,73.5,Moderate
U1106,13,Transactions,Database Management Systems,64.3,53.8,3,Easy,4,3,0,24.9,6,66.0,53.2,71.6,Moderate
U1446,24,Classes,Object Oriented Programming,54.3,21.5,2,Easy,4,2,1,53.5,6,57.4,72.3,70.0,Moderate
U1244,7,Sorting,Data Structures & Algorithms,18.5,66.4,3,Hard,3,0,0,13.4,2,24.6,41.8,37.2,Weak
U1201,15,Processes,Operating Systems,35.7,53.0,1,Easy,1,1,2,16.9,11,36.8,54.2,28.3,Weak
U1351,8,Searching,Data Structures & Algorithms,44.5,53.0,5,Medium,2,2,0,56.8,4,46.5,55.7,63.2,Weak
U1560,18,Deadlocks,Operating Systems,39.0,69.2,1,Medium,2,0,1,44.5,1,40.6,51.2,40.0,Weak
U1353,19,Memory Management,Operating Systems,5.6,75.6,3,Easy,3,1,1,49.8,6,6.3,21.5,2.0,Weak
U1296,11,SQL,Database Management Systems,63.0,63.6,3,Medium,2,0,0,14.1,6,66.4,66.0,76.3,Moderate
U1484,14,DBMS Indexes,Database Management Systems,69.5,37.8,1,Medium,3,3,2,37.7,11,80.1,89.6,86.4,Strong
U1314,14,DBMS Indexes,Database Management Systems,43.2,46.3,2,Easy,1,5,0,31.6,10,42.3,62.4,38.0,Moderate
U1419,8,Searching,Data Structures & Algorithms,58.0,52.1,3,Medium,1,1,1,34.1,4,67.4,83.5,54.0,Moderate
U1543,10,ER Model,Database Management Systems,44.6,65.5,1,Hard,3,3,2,21.7,2,39.5,60.5,26.5,Weak
U1576,7,Sorting,Data Structures & Algorithms,29.2,61.1,2,Hard,0,1,3,46.1,6,33.0,51.2,18.2,Weak
U1119,18,Deadlocks,Operating Systems,65.1,46.2,1,Easy,6,0,1,36.4,9,68.4,77.6,56.2,Strong
U1217,10,ER Model,Database Management Systems,46.5,67.9,4,Hard,0,1,0,22.0,3,45.2,69.7,37.5,Weak
U1403,14,DBMS Indexes,Database Management Systems,90.8,20.3,1,Easy,0,2,0,46.1,3,82.9,92.0,77.3,Strong
U1076,8,Searching,Data Structures & Algorithms,58.6,45.0,2,Medium,2,1,1,43.8,7,72.8,75.5,81.7,Strong
U1207,11,SQL,Database Management Systems,66.5,64.8,2,Medium,2,1,2,32.5,6,59.3,59.2,47.9,Moderate
U1547,8,Searching,Data Structures & Algorithms,26.1,70.6,2,Medium,0,0,1,10.8,0,29.8,32.0,28.3,Weak
U1145,19,Memory Management,Operating Systems,49.1,66.6,3,Medium,4,2,4,50.4,4,50.7,57.3,49.1,Weak
U1473,22,DNS,Computer Networks,40.5,69.3,3,Easy,2,1,3,18.6,1,38.6,31.5,21.5,Weak
U1188,15,Processes,Operating Systems,16.5,49.9,3,Medium,2,8,4,53.4,4,27.0,55.6,27.1,Weak
U1479,18,Deadlocks,Operating Systems,48.4,46.3,1,Easy,0,0,2,24.5,6,47.8,47.8,45.0,Moderate
U1496,14,DBMS Indexes,Database Management Systems,67.8,37.5,1,Easy,4,1,1,36.6,13,66.5,73.9,60.5,Strong
U1416,1,Arrays,Data Structures & Algorithms,32.3,42.9,3,Easy,1,1,1,31.5,5,27.7,53.8,19.2,Weak
U1493,8,Searching,Data Structures & Algorithms,31.1,58.3,7,Medium,3,3,2,53.1,6,35.1,34.6,31.1,Weak
U1521,7,Sorting,Data Structures & Algorithms,19.5,73.5,7,Hard,1,0,0,27.5,3,34.1,46.7,35.9,Weak
U1260,7,Sorting,Data Structures & Algorithms,24.0,81.1,3,Hard,2,0,1,29.2,9,30.3,38.9,21.7,Weak
U1144,14,DBMS Indexes,Database Management Systems,27.3,68.8,1,Hard,4,1,0,3.6,9,27.1,69.1,14.2,Weak
U1039,27,Polymorphism,Object Oriented Programming,46.0,57.7,5,Medium,2,1,1,28.2,1,56.4,41.8,71.5,Weak
U1151,2,Linked Lists,Data Structures & Algorithms,11.2,55.8,3,Easy,2,0,2,57.8,7,11.8,36.8,11.2,Weak
U1528,2,Linked Lists,Data Structures & Algorithms,25.2,62.6,2,Hard,1,2,0,37.6,8,24.0,60.9,14.1,Weak
U1119,15,Processes,Operating Systems,75.8,50.6,1,Easy,3,0,1,40.1,3,71.0,78.0,70.2,Strong
U1103,7,Sorting,Data Structures & Algorithms,50.2,60.5,8,Medium,2,3,3,44.8,3,46.7,58.4,53.3,Weak
U1523,7,Sorting,Data Structures & Algorithms,83.5,44.2,1,Easy,0,0,2,28.4,4,79.0,77.4,68.3,Strong
U1458,7,Sorting,Data Structures & Algorithms,2.0,82.5,3,Hard,0,2,2,38.8,5,4.7,30.6,6.6,Weak
U1352,11,SQL,Database Management Systems,44.8,63.8,5,Easy,1,2,0,15.1,0,38.9,56.1,46.6,Weak
U1206,4,Queues,Data Structures & Algorithms,2.0,76.6,1,Hard,5,0,7,49.7,3,4.0,40.2,3.1,Weak
U1417,21,TCP/IP,Computer Networks,3.1,74.3,1,Hard,0,3,1,31.8,8,15.0,23.8,16.0,Weak
U1588,7,Sorting,Data Structures & Algorithms,2.0,72.2,2,Hard,3,1,2,46.3,6,9.1,28.1,11.5,Weak
U1307,4,Queues,Data Structures & Algorithms,22.7,68.5,4,Medium,2,0,0,42.3,6,25.6,53.5,18.9,Weak
U1592,5,Trees,Data Structures & Algorithms,51.8,53.7,1,Medium,0,0,2,37.4,5,58.8,65.5,54.4,Moderate
U1165,15,Processes,Operating Systems,63.3,41.3,2,Medium,5,1,1,53.8,7,69.9,71.1,82.6,Strong
U1100,10,ER Model,Database Management Systems,10.7,74.2,2,Hard,7,4,3,42.4,5,21.8,62.6,26.1,Weak
U1163,12,Normalization,Database Management Systems,11.4,69.4,4,Easy,3,2,1,49.8,7,15.5,41.1,2.0,Weak
U1450,8,Searching,Data Structures & Algorithms,72.3,46.4,1,Easy,1,1,0,34.6,2,66.5,57.5,57.4,Strong
U1334,13,Transactions,Database Management Systems,12.0,67.0,3,Medium,10,2,2,49.0,5,21.0,37.3,6.2,Weak
U1126,7,Sorting,Data Structures & Algorithms,15.7,50.4,1,Medium,2,2,7,60.8,6,27.6,51.0,17.1,Weak
U1099,25,Objects,Object Oriented Programming,2.0,79.5,1,Hard,4,0,5,26.9,4,4.1,19.6,2.0,Weak
U1293,1,Arrays,Data Structures & Algorithms,63.2,33.6,4,Easy,1,3,2,46.7,4,63.1,64.9,67.7,Moderate
U1236,12,Normalization,Database Management Systems,7.9,70.1,2,Medium,1,1,3,41.4,3,20.1,32.7,30.4,Weak
U1258,1,Arrays,Data Structures & Algorithms,58.1,50.5,3,Easy,1,1,0,15.2,5,56.6,73.2,54.2,Moderate
U1472,19,Memory Management,Operating Systems,34.2,45.6,5,Medium,2,2,2,29.1,7,46.9,62.3,41.9,Weak
U1481,14,DBMS Indexes,Database Management Systems,63.7,36.0,3,Easy,0,0,0,28.9,5,67.1,71.0,72.3,Strong
U1325,5,Trees,Data Structures & Algorithms,79.2,23.5,1,Easy,4,0,1,35.9,7,88.5,73.8,99.0,Strong
U1402,7,Sorting,Data Structures & Algorithms,32.9,69.0,2,Easy,1,1,0,26.8,12,40.3,52.2,44.6,Weak
U1397,1,Arrays,Data Structures & Algorithms,33.0,67.0,1,Medium,5,1,3,31.2,7,38.9,50.3,42.0,Weak
U1420,20,OSI Model,Computer Networks,87.0,38.5,1,Medium,1,1,0,29.7,1,84.9,96.2,75.0,Strong
U1048,7,Sorting,Data Structures & Algorithms,50.3,59.2,4,Easy,0,2,1,49.3,9,45.7,53.3,50.3,Weak
U1198,21,TCP/IP,Computer Networks,63.7,58.6,1,Hard,0,0,0,11.3,0,76.2,70.1,79.4,Moderate
U1312,16,Threads,Operating Systems,26.9,60.7,3,Hard,5,6,3,45.8,12,38.1,67.7,50.5,Weak
U1402,16,Threads,Operating Systems,27.7,52.6,3,Easy,0,3,2,56.4,7,42.6,46.2,27.7,Weak
U1180,20,OSI Model,Computer Networks,41.1,47.4,1,Hard,3,0,2,10.6,6,48.5,75.7,48.8,Moderate
U1538,24,Classes,Object Oriented Programming,70.6,31.5,3,Easy,1,2,2,56.5,7,69.9,82.5,72.7,Strong
U1080,25,Objects,Object Oriented Programming,49.6,49.7,5,Hard,1,3,0,18.9,5,53.9,66.6,44.9,Moderate
U1199,13,Transactions,Database Management Systems,68.8,58.3,1,Medium,1,0,1,4.2,5,66.1,67.5,63.8,Moderate
U1508,3,Stacks,Data Structures & Algorithms,72.4,46.6,1,Hard,0,1,0,39.9,7,62.4,73.0,47.2,Strong
U1142,25,Objects,Object Oriented Programming,54.6,52.2,2,Medium,3,0,1,38.0,6,52.3,69.4,47.2,Moderate
U1362,24,Classes,Object Oriented Programming,70.2,49.2,2,Easy,1,0,1,64.3,6,63.7,70.6,58.3,Strong
U1484,6,Graphs,Data Structures & Algorithms,99.0,36.5,2,Medium,2,2,0,49.5,7,85.8,94.4,69.5,Strong
U1391,27,Polymorphism,Object Oriented Programming,2.0,99.5,4,Hard,4,0,1,14.8,4,7.4,18.3,11.6,Weak
U1542,13,Transactions,Database Management Systems,3.3,80.9,4,Hard,6,3,6,43.9,7,11.7,18.6,2.0,Weak
U1396,13,Transactions,Database Management Systems,89.7,43.0,4,Easy,2,1,0,42.0,7,85.8,63.9,89.7,Strong
U1567,16,Threads,Operating Systems,69.4,53.4,3,Easy,1,0,2,27.3,6,59.5,61.8,53.5,Moderate
U1023,22,DNS,Computer Networks,17.5,87.3,4,Easy,3,2,4,51.9,8,18.5,17.2,18.6,Weak
U1093,17,Scheduling,Operating Systems,66.3,44.0,3,Medium,1,1,0,30.4,4,68.3,78.5,88.4,Strong
U1493,24,Classes,Object Oriented Programming,46.0,45.1,1,Easy,7,1,3,71.4,12,31.1,48.0,20.8,Moderate
U1107,20,OSI Model,Computer Networks,86.9,45.6,3,Medium,2,1,0,15.2,4,77.4,83.5,64.4,Strong
U1531,15,Processes,Operating Systems,61.1,55.6,4,Medium,2,0,1,39.6,1,66.0,77.9,74.7,Moderate
U1112,12,Normalization,Database Management Systems,61.7,32.6,1,Easy,2,0,2,36.2,9,77.5,73.8,61.7,Strong
U1249,4,Queues,Data Structures & Algorithms,4.6,54.1,2,Easy,3,2,2,16.3,6,24.6,53.0,4.6,Weak
U1441,10,ER Model,Database Management Systems,45.2,63.1,3,Hard,2,0,1,45.8,5,60.3,81.2,66.9,Moderate
U1259,7,Sorting,Data Structures & Algorithms,59.7,46.6,3,Medium,3,0,0,31.7,2,62.4,70.9,61.6,Moderate
U1083,12,Normalization,Database Management Systems,11.7,63.8,2,Easy,1,1,2,38.1,7,8.8,21.7,2.0,Weak
U1147,2,Linked Lists,Data Structures & Algorithms,8.3,68.7,4,Hard,1,2,6,49.1,7,28.9,53.7,8.3,Weak
U1004,1,Arrays,Data Structures & Algorithms,12.4,64.8,2,Easy,3,1,2,43.3,6,22.4,41.3,12.4,Weak
U1550,2,Linked Lists,Data Structures & Algorithms,72.8,22.2,1,Easy,2,2,1,26.8,5,66.3,81.3,65.5,Strong
U1330,1,Arrays,Data Structures & Algorithms,38.6,39.6,2,Easy,1,1,0,33.3,5,40.3,72.5,54.4,Moderate
U1355,13,Transactions,Database Management Systems,21.3,74.3,2,Medium,1,1,2,34.2,6,34.1,36.7,39.0,Weak
U1023,18,Deadlocks,Operating Systems,7.7,62.6,4,Medium,5,2,2,67.9,4,23.8,34.2,7.7,Weak
U1471,1,Arrays,Data Structures & Algorithms,59.2,43.9,2,Easy,0,1,0,19.7,3,56.6,73.8,45.5,Moderate
U1044,22,DNS,Computer Networks,30.8,72.2,2,Medium,3,1,3,66.0,4,35.6,29.6,31.0,Weak
U1046,6,Graphs,Data Structures & Algorithms,18.2,50.4,3,Easy,3,1,0,35.9,6,19.7,61.2,19.1,Weak
U1228,9,Recursion,Data Structures & Algorithms,44.8,66.8,2,Hard,5,2,2,40.8,4,60.8,70.4,57.8,Moderate
U1065,5,Trees,Data Structures & Algorithms,51.8,47.5,1,Easy,3,0,1,43.8,2,52.4,58.7,45.9,Moderate
U1099,12,Normalization,Database Management Systems,6.4,74.2,4,Easy,2,2,1,42.3,5,4.2,28.4,2.0,Weak
U1249,12,Normalization,Database Management Systems,16.8,54.0,4,Easy,1,0,2,46.5,3,21.4,39.6,2.0,Weak
U1135,17,Scheduling,Operating Systems,35.9,63.6,2,Medium,2,4,1,17.7,3,45.4,58.8,44.5,Weak
U1162,10,ER Model,Database Management Systems,41.1,65.4,2,Easy,2,3,2,50.6,3,34.7,33.4,25.5,Weak
U1310,8,Searching,Data Structures & Algorithms,56.6,58.7,4,Medium,4,1,1,25.4,2,51.7,64.4,38.1,Moderate
U1350,27,Polymorphism,Object Oriented Programming,20.6,74.2,2,Easy,3,1,2,42.3,4,34.6,23.0,20.6,Weak
U1167,16,Threads,Operating Systems,4.8,53.4,7,Medium,1,1,4,23.5,7,13.7,40.2,21.8,Weak
U1302,14,DBMS Indexes,Database Management Systems,66.2,54.3,3,Medium,1,4,2,50.1,9,68.5,80.3,66.2,Moderate
U1194,5,Trees,Data Structures & Algorithms,27.7,63.8,3,Easy,2,2,3,40.3,4,31.1,46.8,42.1,Weak
U1482,9,Recursion,Data Structures & Algorithms,69.0,44.8,1,Medium,1,0,0,4.9,2,64.3,81.3,60.9,Strong
U1366,18,Deadlocks,Operating Systems,53.9,55.7,2,Medium,4,2,2,48.6,7,59.0,71.1,46.8,Moderate
U1475,25,Objects,Object Oriented Programming,81.9,42.1,4,Easy,2,0,0,5.5,1,73.2,75.3,55.2,Strong
U1317,25,Objects,Object Oriented Programming,2.0,68.6,4,Medium,4,1,3,52.4,2,4.7,23.9,2.0,Weak
U1394,21,TCP/IP,Computer Networks,18.3,64.7,1,Medium,3,1,1,50.5,7,29.7,46.4,27.4,Weak
U1280,3,Stacks,Data Structures & Algorithms,39.8,48.1,3,Medium,3,3,0,41.0,6,46.2,61.9,39.8,Moderate
U1009,13,Transactions,Database Management Systems,27.7,80.0,3,Hard,1,1,0,33.0,5,46.9,57.9,48.5,Weak
U1549,23,Routing,Computer Networks,59.0,45.6,3,Medium,1,2,0,57.1,3,74.5,74.6,84.2,Moderate
U1030,23,Routing,Computer Networks,29.5,58.9,2,Easy,2,2,2,41.6,12,33.9,31.9,18.7,Weak
U1430,15,Processes,Operating Systems,17.9,59.6,8,Easy,1,1,3,57.3,4,18.1,46.6,19.0,Weak
U1170,4,Queues,Data Structures & Algorithms,2.0,67.0,3,Easy,0,1,2,50.4,3,9.9,48.2,3.9,Weak
U1423,15,Processes,Operating Systems,44.6,72.3,3,Medium,2,2,1,15.4,5,36.4,55.4,27.2,Weak
U1012,18,Deadlocks,Operating Systems,52.2,43.2,3,Medium,0,0,0,34.0,0,60.4,66.6,58.1,Moderate
U1583,23,Routing,Computer Networks,25.8,46.8,3,Easy,3,0,0,21.0,4,35.3,40.5,46.4,Weak
U1282,23,Routing,Computer Networks,48.2,71.8,2,Medium,6,5,1,38.7,11,50.9,42.9,56.3,Weak
U1435,27,Polymorphism,Object Oriented Programming,28.0,55.8,2,Easy,4,0,0,30.3,1,36.5,39.6,44.0,Weak
U1532,1,Arrays,Data Structures & Algorithms,28.2,55.8,3,Hard,3,1,2,60.3,8,50.6,77.2,37.3,Weak
U1497,24,Classes,Object Oriented Programming,17.3,54.3,4,Easy,5,0,3,14.1,8,14.1,42.9,15.2,Weak
U1265,22,DNS,Computer Networks,81.0,59.0,2,Easy,1,0,0,81.7,3,78.4,58.7,79.0,Strong
U1154,17,Scheduling,Operating Systems,60.8,41.5,2,Easy,3,2,2,38.1,5,74.0,85.0,91.7,Strong
U1512,18,Deadlocks,Operating Systems,85.9,31.7,1,Medium,4,0,0,47.1,3,80.8,96.5,71.5,Strong
U1335,6,Graphs,Data Structures & Algorithms,9.8,63.1,3,Medium,3,1,4,47.4,5,8.3,35.3,2.0,Weak
U1557,4,Queues,Data Structures & Algorithms,38.6,62.8,8,Medium,0,0,1,10.8,1,19.1,40.9,6.6,Weak
U1537,17,Scheduling,Operating Systems,7.0,104.8,2,Hard,2,1,0,50.4,2,7.8,32.6,2.0,Weak
U1207,17,Scheduling,Operating Systems,47.7,54.6,1,Easy,1,5,1,56.5,7,55.8,69.5,66.5,Moderate
U1386,17,Scheduling,Operating Systems,3.2,63.3,2,Easy,4,0,2,38.0,11,3.5,40.2,5.0,Weak
U1509,3,Stacks,Data Structures & Algorithms,67.3,34.5,2,Easy,0,0,2,37.7,1,66.3,83.7,71.6,Strong
